"","wave_n","region","start_date","rank"
"1",1,"Eastern Cape",2021-04-01,1
"2",1,"Free State",2021-04-01,2
"3",1,"Gauteng",2021-04-01,3
"4",1,"Limpopo",2021-04-01,4
"5",1,"Mpumalanga",2021-04-01,5
"6",1,"North West",2021-04-01,6
"7",1,"Northern Cape",2021-04-01,7
"8",1,"Western Cape",2021-04-02,8
"9",1,"KwaZulu-Natal",2021-04-23,9
