"","wave_n","region","start_date","rank"
"1",3,"Eastern Cape",2021-03-22,1
"2",3,"Free State",2021-03-22,2
"3",3,"Gauteng",2021-03-22,3
"4",3,"Mpumalanga",2021-03-22,4
"5",3,"North West",2021-03-22,5
"6",3,"Northern Cape",2021-03-22,6
"7",3,"Limpopo",2021-04-06,7
"8",3,"KwaZulu-Natal",2021-04-24,8
"9",3,"Western Cape",2021-04-24,9
