"","wave_n","region","start_date","rank"
"1",1,"KwaZulu-Natal",2020-03-10,1
"2",1,"Mpumalanga",2020-03-19,2
"3",1,"Limpopo",2020-03-22,3
"4",1,"Eastern Cape",2020-03-25,4
"5",1,"Gauteng",2020-03-26,5
"6",1,"Western Cape",2020-03-26,6
"7",1,"Northern Cape",2020-03-29,7
"8",1,"North West",2020-03-31,8
"9",1,"Free State",2020-05-01,9
