"","wave_n","region","start_date","rank"
"1",4,"Eastern Cape",2020-09-27,1
"2",4,"Free State",2020-09-27,2
"3",4,"Gauteng",2020-09-27,3
"4",4,"Mpumalanga",2020-09-27,4
"5",4,"North West",2020-09-27,5
"6",4,"Western Cape",2020-09-27,6
"7",4,"KwaZulu-Natal",2020-10-01,7
"8",4,"Limpopo",2020-11-17,8
"9",4,"Northern Cape",2020-11-19,9
