"","wave_n","region","start_date","rank"
"1",4,"Gauteng",2021-10-31,1
"2",4,"KwaZulu-Natal",2021-10-31,2
"3",4,"Northern Cape",2021-10-31,3
"4",4,"Eastern Cape",2021-11-28,4
"5",4,"Free State",2021-11-28,5
"6",4,"Limpopo",2021-11-28,6
"7",4,"Mpumalanga",2021-11-28,7
"8",4,"North West",2021-11-28,8
"9",4,"Western Cape",2021-11-28,9
